train_loss	validation_loss
1.2893452256321907	1.2219473147440052
1.200147166967392	1.1593077271161434
1.097500361263752	1.1318217856372765
1.031916521936655	1.040710761456308
0.9754985398054123	0.9641416400730729
0.939605713903904	0.9236225144777126
0.8923267700076103	0.9090683316897773
0.8715239681601524	0.9231447663479195
0.8487819268107414	0.8773971028581172
0.8269934177100658	0.8785771933610071
0.8126271756887435	0.8753271129781115
0.8154655604362487	0.8756636992126763
0.7993646800518036	0.8659742242229248
0.7771804003417492	0.8897959754199447
0.7867811321616173	0.8500597836498268
0.7679180690050125	0.8479775357580854
0.7594244922101497	0.8785154975368408
0.7677913282513619	0.844555665770609
0.7496342666000128	0.8342027822453416
0.7490744115114212	0.8371437205699738
0.7382981169223786	0.8368678194487501
0.7285851701647044	0.8531717257891485
0.7317604631185531	0.8455646088820898
0.7140852738767862	0.8599405468465808
0.721061369150877	0.8142692571830654
0.7157945516109466	0.8255636558862391
0.7049302020967007	0.8231761905258309
0.7047780117094516	0.8225924735198279
0.6949292174577713	0.8341316984507269
0.6881028401255608	0.8227902890923984
0.6909036521613597	0.8229973847737054
0.6803234592080116	0.8328914079733029
0.6809218171983957	0.8049897220665085
0.6742208452522754	0.804381365617196
0.680249662399292	0.8097382140661289
0.67433764629066	0.8087672409648169
0.6591554315388203	0.8081067129223045
0.6656095394790172	0.8076480871331476
0.6576814172267914	0.8102528113043141
0.6523851587176323	0.8029890403838339
0.65335817694664	0.8031949593213373
0.6536560723930598	0.8030657140549294
0.6474856761097908	0.794891577773916
0.645077189013362	0.8058994193234759
0.6431753461062908	0.8103825906235612
0.6498840955495835	0.7961598812697646
0.6356652103066445	0.8192410263604296
0.6391599718034268	0.8166470380130416
0.6334702196866274	0.8105539984717398
0.631629111468792	0.8013747662664177
0.6298892995119095	0.8014926779007386
0.6259392588585615	0.8207308672114699
0.6318626425266266	0.8177032886382812
0.6264334388375282	0.8123682444403788
0.6189028114080429	0.8065007897859107
0.621776410728693	0.8189230575590191
0.6188554494678974	0.8091204557007922
0.6107242004424334	0.8174698305631687
0.6151258352398873	0.8222092533995489
0.6075184914171696	0.8102639398140038
0.6113804708570242	0.8059817645736114
0.6056228338181973	0.8157341162522952
0.6012955120503902	0.8230230409301116
0.6056530624628067	0.825638321394433
0.6109326901137829	0.8101531209233768
0.6001536620408296	0.8257856316461353
0.6029060982614756	0.8144240101019223
0.5923330370485783	0.8274488645588945
0.5978304581791163	0.8088399835961138
