train_loss	validation_loss
1.2665837205648423	1.2337809649105862
1.2166011644005776	1.2147686737720098
1.155992823600769	1.1015856349977537
1.0463784034848214	1.0550570661458218
0.9826048798263073	0.9938399971168095
0.9279028094410896	0.9184677958568044
0.8939856498241424	0.9065170627092328
0.8702617709040642	0.8822517254960552
0.8406716528236866	0.8508976154397422
0.8332503048181534	0.876845728252854
0.8069906340241432	0.881033365215574
0.8003662486970424	0.8643153955605384
0.7910112115442753	0.8567412791646848
0.7851671537458896	0.8560598260251798
0.761312107771635	0.8549323266195519
0.7530025173723698	0.8411365066255841
0.7499246167838574	0.8668049457116185
0.7409253358244896	0.8567108708882682
0.7335027351528406	0.8453511173957499
0.731890914350748	0.8364609792649507
0.7338027125000953	0.8213517888883086
0.7217750962078572	0.8490223234024481
0.7207010428905487	0.8208567660466055
0.70614870262146	0.8204792645052373
0.7149760532975197	0.8447567814978484
0.7085106950998307	0.8294202571757168
0.6956811648756266	0.8329568537715598
0.6812911936938763	0.7990183352787441
0.6946492776721716	0.8314056843121316
0.681995642632246	0.8168139267906805
0.681982327207923	0.8268010567361427
0.6764114472568035	0.8055288882973356
0.6691334675699473	0.8243222079464845
0.6766865768134595	0.8293126542195777
0.6578134801983834	0.8265474412008345
0.6558300890624523	0.8172198384403386
0.6610418276935816	0.8163496234587261
0.657263603374362	0.8247858960733554
0.651494274765253	0.8339236058563352
0.6446270985901356	0.7902490697572324
0.6462159002721309	0.8077606785997689
0.6513222090899944	0.8339354247451625
0.6387508412003517	0.8184947916598759
0.6455914496928453	0.8147079028258813
0.6387765812277794	0.7988670130915572
0.6379853934049606	0.8412748155431531
0.6305413816273212	0.8243175194721833
0.6340962124168873	0.8024297949070924
0.6250405287593603	0.8284298916246607
0.6251040006428957	0.8142790180420844
0.6234546224623918	0.8169609315404904
0.61843313357234	0.8114035586728273
0.6197371541708708	0.8131852268933931
0.6202367311418057	0.8060403051220368
0.6224674391746521	0.7989272104404638
0.615311623647809	0.8063521471337101
0.6120304257720709	0.8043598898938883
0.6134275411516428	0.8118181601664094
0.604685538738966	0.8196519078097452
0.5998463639914989	0.8049932873654907
0.6038913960903883	0.8013129033774973
0.6045942274183035	0.820377672128429
0.5940270430445671	0.8025428208314848
0.606533889606595	0.7975903638453287
0.5981708243042231	0.803213780808035
0.5913526850938797	0.8226220283274338
0.6020708540678025	0.8143839911521675
0.5919166067838669	0.8034103220709176
0.5973097698688508	0.8020934853081073
0.5933848706185818	0.8197362859035844
0.5892535085529089	0.8147516178193493
0.5869586385935545	0.7926267405775425
0.5854335982203484	0.8007633629962504
0.5882265696823596	0.7902270832033119
0.5891235389113426	0.8164435049123535
0.5828566793948412	0.8158935379082752
0.583704652249813	0.8032637546473097
0.5853113079071045	0.8031404297326372
0.5855581395030022	0.8047284638093851
0.581231184899807	0.7934891821266972
0.5835992465317249	0.8234605851654058
0.5730106103122234	0.8012405822130644
0.5743690575957299	0.8025683818735649
0.5750784414112567	0.8269846689239523
0.5740683061480523	0.8116816030802809
0.5727159788459539	0.7990104897477439
0.5765544439405202	0.8164992910798624
0.5779693029969931	0.816093221525643
0.5775179800391197	0.8157114863037586
0.5711743620187044	0.8252136888348054
0.5672245050370693	0.8123901561996806
0.5716769543588162	0.8113420084815159
0.5658370532691479	0.8081035601479984
0.5745623258501291	0.7972665490391099
0.5604643311351538	0.8094854733256377
0.5637399780005217	0.8373944058676109
0.5644240717887878	0.8060444830176986
0.556841267466545	0.8348886540758912
0.55798994281888	0.8200260783546917
0.5652333777844906	0.8247624471365849
0.56794743424654	0.8160951933929217
0.558267662897706	0.8128694367106353
0.561081116348505	0.8132116097275501
0.5588584106713533	0.8196089087086462
0.5584009746313096	0.8178151967090981
0.5565195740610361	0.807643917775918
0.5595164461284876	0.8065605786677514
0.5606024912148714	0.8185183002410807
0.5588340215981007	0.8119950420030446
0.5528936771154404	0.8327718971170316
0.5585562597960234	0.8173928700477004
0.5576253745257854	0.8141582065096525
0.5485330020338297	0.8152772100251889
0.5527850689440965	0.7985762156774905
0.559172118484974	0.8062791254953325
0.5476063626855612	0.8050777636000884
0.5538288423866033	0.8120386979290258
0.5543540646135807	0.8141420776837658
0.5458990667015314	0.8047815830669353
0.5396227610260248	0.798319821622725
0.541977002993226	0.8001850792101133
0.5456623100340366	0.8109144536213817
0.5438912526220083	0.8092669069528261
0.5496056426465511	0.8044876846396557
0.5364737804085016	0.8026447049646734
0.5479023570418358	0.7928826327078811
0.5352784759253264	0.8095522554360022
0.5495229912400246	0.8084192454257858
0.5486015956550837	0.8142292605979102
0.5416668722480535	0.80034518920293
0.5433806829154492	0.8045936022724742
0.5413745366483926	0.8151305559997725
0.5416183051913976	0.8131963990837614
0.5445369570553302	0.8336937622489217
0.5362597565501929	0.8172545211417016
0.5408085837364197	0.8205682273620916
0.5466285870373249	0.8053200692336295
0.5394058256149292	0.8070852424258065
0.5413278906941413	0.8124725354091825
0.5401053434759379	0.8231827647727386
0.5481564703136682	0.8172834898943258
0.5350321918427944	0.818017781417424
0.5339955439269543	0.8010981731086929
0.5439806324243546	0.8028858815716488
0.5347691178321838	0.8380897401251366
0.5393034370839596	0.816836903107978
0.5324182870388031	0.8125273547917405
0.5317799397557974	0.8026691622067198
0.5331147669255734	0.8129892110904164
0.5310021556019783	0.8151463261433691
0.5359137713760137	0.8059909931808034
0.5355222584158182	0.8080869580063228
0.5391775139123202	0.812986914123171
0.5364858579933643	0.8108785203962683
0.5310283112376928	0.8075462570177697
0.530836143642664	0.8120461751884708
0.5347982815802097	0.7994697734972186
0.5341756525337696	0.8174308847203274
0.5323302350789308	0.7887672286565218
0.5321295767575502	0.795449676437276
0.5324894693046808	0.7943172803389851
0.5337005376219749	0.8127391876103245
0.5309796183109283	0.8013386071046618
0.5291480913162231	0.8044950060436977
0.5285914692282677	0.8023756984397471
0.5256332815289497	0.8171099214273715
0.5335704933851957	0.8007477054966785
0.5262054926455021	0.8031316857949118
