train_loss	validation_loss
0.5316809851974249	0.8100211068052794
0.5301405577808619	0.8109579204478474
0.531672901853919	0.8156333217554004
0.5166506420224904	0.8176706394302511
0.5323566183447838	0.8282433632457845
0.5221426068395376	0.795839636443613
0.5193445180207491	0.8154392758501229
0.526797920152545	0.810633162053946
0.5287747713178397	0.8262354863461888
0.5233930371999741	0.8092110037445545
0.5208951155245304	0.8197367501672661
0.5199504399895668	0.8157145288264321
0.5224641127884389	0.8209794849674596
0.5210538128167391	0.8331611140945725
0.5240851631760597	0.8266161037621416
0.5164892682731151	0.8127856385087139
0.5292130483686924	0.8186936844811739
0.5212500614821911	0.8198846786697016
0.5209603439122439	0.8215910722918122
0.5195196331441403	0.8152102810717393
0.5222007773965597	0.8060613944828112
0.5208133536875248	0.8071266697826628
0.5214900511056185	0.8221607595204671
0.5264222133308649	0.8137928349312857
0.5181380878835916	0.8215429712440048
0.52526489636302	0.8258918308129457
0.5277301971763373	0.8186886073631024
0.5222163099050522	0.7971434861580743
0.5163409046381712	0.8084800307040858
0.5244213363826274	0.8274982433532363
0.521224345639348	0.8101958355136484
0.5206579174697399	0.8178543695938763
